"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.","Município","Ano"
"2110278","Santo Amaro do Maranhão (MA)","95956"
"2110302","Santo Antônio dos Lopes (MA)","3055591"
"2110401","São Benedito do Rio Preto (MA)","143478"
"2110500","São Bento (MA)","312229"
"2110609","São Bernardo (MA)","281230"
"2110658","São Domingos do Azeitão (MA)","320539"
"2110708","São Domingos do Maranhão (MA)","355969"
"2110807","São Félix de Balsas (MA)","86169"
"2110856","São Francisco do Brejão (MA)","121274"
"2110906","São Francisco do Maranhão (MA)","98997"
"2111003","São João Batista (MA)","135625"
"2111029","São João do Carú (MA)","123039"
"2111052","São João do Paraíso (MA)","151478"
"2111078","São João do Soter (MA)","156403"
"2111102","São João dos Patos (MA)","341012"
"2111201","São José de Ribamar (MA)","2293966"
"2111250","São José dos Basílios (MA)","61953"
"2111300","São Luís (MA)","36535226"
"2111409","São Luís Gonzaga do Maranhão (MA)","170085"
"2111508","São Mateus do Maranhão (MA)","429291"
"2111532","São Pedro da Água Branca (MA)","127634"
"2111573","São Pedro dos Crentes (MA)","83552"
"2111607","São Raimundo das Mangabeiras (MA)","739661"
"2111631","São Raimundo do Doca Bezerra (MA)","43968"
"2111672","São Roberto (MA)","45779"
"2111706","São Vicente Ferrer (MA)","145781"
"2111722","Satubinha (MA)","93100"
"2111748","Senador Alexandre Costa (MA)","101851"
"2111763","Senador La Rocque (MA)","187168"
"2111789","Serrano do Maranhão (MA)","72464"
"2111805","Sítio Novo (MA)","221539"
"2111904","Sucupira do Norte (MA)","126237"
"2111953","Sucupira do Riachão (MA)","48010"
"2112001","Tasso Fragoso (MA)","2351452"
"2112100","Timbiras (MA)","196385"
"2112209","Timon (MA)","2320942"
"2112233","Trizidela do Vale (MA)","525551"
"2112274","Tufilândia (MA)","60071"
"2112308","Tuntum (MA)","365257"
"2112407","Turiaçu (MA)","295967"
"2112456","Turilândia (MA)","223113"
"2112506","Tutóia (MA)","546267"
"2112605","Urbano Santos (MA)","247541"
"2112704","Vargem Grande (MA)","433576"
"2112803","Viana (MA)","490490"
"2112852","Vila Nova dos Martírios (MA)","156939"
"2112902","Vitória do Mearim (MA)","318224"
"2113009","Vitorino Freire (MA)","325567"
"2114007","Zé Doca (MA)","567166"
"2200053","Acauã (PI)","73561"
"2200103","Agricolândia (PI)","47283"
"2200202","Água Branca (PI)","243971"
"2200251","Alagoinha do Piauí (PI)","65442"
"2200277","Alegrete do Piauí (PI)","48184"
"2200301","Alto Longá (PI)","130955"
"2200400","Altos (PI)","537774"
"2200459","Alvorada do Gurguéia (PI)","82125"
"2200509","Amarante (PI)","192592"
"2200608","Angical do Piauí (PI)","66748"
"2200707","Anísio de Abreu (PI)","98945"
"2200806","Antônio Almeida (PI)","143815"
"2200905","Aroazes (PI)","57305"
"2200954","Aroeiras do Itaim (PI)","24625"
"2201002","Arraial (PI)","48922"
"2201051","Assunção do Piauí (PI)","64266"
"2201101","Avelino Lopes (PI)","97601"
"2201150","Baixa Grande do Ribeiro (PI)","1768579"
"2201176","Barra D'Alcântara (PI)","38963"
"2201200","Barras (PI)","497599"
"2201309","Barreiras do Piauí (PI)","163172"
"2201408","Barro Duro (PI)","89830"
"2201507","Batalha (PI)","250803"
"2201556","Bela Vista do Piauí (PI)","46876"
"2201572","Belém do Piauí (PI)","41264"
"2201606","Beneditinos (PI)","91895"
"2201705","Bertolínia (PI)","72158"
"2201739","Betânia do Piauí (PI)","62561"
"2201770","Boa Hora (PI)","62507"
"2201804","Bocaina (PI)","47772"
"2201903","Bom Jesus (PI)","1410185"
"2201919","Bom Princípio do Piauí (PI)","70166"
"2201929","Bonfim do Piauí (PI)","52945"
"2201945","Boqueirão do Piauí (PI)","51725"
"2201960","Brasileira (PI)","69324"
"2201988","Brejo do Piauí (PI)","43978"
"2202000","Buriti dos Lopes (PI)","214747"
"2202026","Buriti dos Montes (PI)","69690"
"2202059","Cabeceiras do Piauí (PI)","86134"
"2202075","Cajazeiras do Piauí (PI)","34182"
"2202083","Cajueiro da Praia (PI)","115376"
"2202091","Caldeirão Grande do Piauí (PI)","195079"
"2202109","Campinas do Piauí (PI)","57496"
"2202117","Campo Alegre do Fidalgo (PI)","51371"
"2202133","Campo Grande do Piauí (PI)","62135"
"2202174","Campo Largo do Piauí (PI)","56554"
"2202208","Campo Maior (PI)","705863"
"2202251","Canavieira (PI)","41948"
"2202307","Canto do Buriti (PI)","271388"
"2202406","Capitão de Campos (PI)","106410"
"2202455","Capitão Gervásio Oliveira (PI)","43675"
"2202505","Caracol (PI)","97485"
"2202539","Caraúbas do Piauí (PI)","57437"
"2202554","Caridade do Piauí (PI)","50031"
"2202604","Castelo do Piauí (PI)","202443"
"2202653","Caxingó (PI)","53140"
"2202703","Cocal (PI)","272767"
"2202711","Cocal de Telha (PI)","46961"
"2202729","Cocal dos Alves (PI)","56960"
"2202737","Coivaras (PI)","37708"
"2202752","Colônia do Gurguéia (PI)","70559"
"2202778","Colônia do Piauí (PI)","68111"
"2202802","Conceição do Canindé (PI)","60446"
"2202851","Coronel José Dias (PI)","40760"
"2202901","Corrente (PI)","680693"
"2203008","Cristalândia do Piauí (PI)","75069"
"2203107","Cristino Castro (PI)","121550"
"2203206","Curimatá (PI)","141390"
"2203230","Currais (PI)","409013"
"2203255","Curralinhos (PI)","39660"
"2203271","Curral Novo do Piauí (PI)","78394"
"2203305","Demerval Lobão (PI)","211639"
"2203354","Dirceu Arcoverde (PI)","67492"
"2203404","Dom Expedito Lopes (PI)","78045"
"2203420","Domingos Mourão (PI)","46532"
"2203453","Dom Inocêncio (PI)","164346"
"2203503","Elesbão Veloso (PI)","164731"
"2203602","Eliseu Martins (PI)","55592"
"2203701","Esperantina (PI)","456546"
"2203750","Fartura do Piauí (PI)","46774"
"2203800","Flores do Piauí (PI)","48120"
"2203859","Floresta do Piauí (PI)","25258"
"2203909","Floriano (PI)","1469174"
"2204006","Francinópolis (PI)","44797"
"2204105","Francisco Ayres (PI)","46763"
"2204154","Francisco Macedo (PI)","32841"
"2204204","Francisco Santos (PI)","83027"
"2204303","Fronteiras (PI)","112454"
"2204352","Geminiano (PI)","59253"
"2204402","Gilbués (PI)","416894"
"2204501","Guadalupe (PI)","637192"
"2204550","Guaribas (PI)","45099"
"2204600","Hugo Napoleão (PI)","34066"
"2204659","Ilha Grande (PI)","119725"
"2204709","Inhuma (PI)","163624"
"2204808","Ipiranga do Piauí (PI)","82417"
"2204907","Isaías Coelho (PI)","80798"
"2205003","Itainópolis (PI)","108192"
"2205102","Itaueira (PI)","131853"
"2205151","Jacobina do Piauí (PI)","69064"
"2205201","Jaicós (PI)","191771"
"2205250","Jardim do Mulato (PI)","39632"
"2205276","Jatobá do Piauí (PI)","58747"
"2205300","Jerumenha (PI)","63528"
"2205359","João Costa (PI)","69289"
"2205409","Joaquim Pires (PI)","118894"
"2205458","Joca Marques (PI)","46226"
"2205508","José de Freitas (PI)","390718"
"2205516","Juazeiro do Piauí (PI)","56058"
"2205524","Júlio Borges (PI)","80794"
"2205532","Jurema (PI)","43566"
"2205540","Lagoinha do Piauí (PI)","40519"
"2205557","Lagoa Alegre (PI)","77314"
"2205565","Lagoa do Barro do Piauí (PI)","534683"
"2205573","Lagoa de São Francisco (PI)","54980"
"2205581","Lagoa do Piauí (PI)","75615"
"2205599","Lagoa do Sítio (PI)","48595"
"2205607","Landri Sales (PI)","109799"
"2205706","Luís Correia (PI)","378697"
"2205805","Luzilândia (PI)","241221"
"2205854","Madeiro (PI)","75141"
"2205904","Manoel Emídio (PI)","54807"
"2205953","Marcolândia (PI)","198352"
"2206001","Marcos Parente (PI)","54884"
"2206050","Massapê do Piauí (PI)","52130"
"2206100","Matias Olímpio (PI)","95555"
"2206209","Miguel Alves (PI)","312819"
"2206308","Miguel Leão (PI)","23604"
"2206357","Milton Brandão (PI)","53563"
"2206407","Monsenhor Gil (PI)","127469"
"2206506","Monsenhor Hipólito (PI)","72882"
"2206605","Monte Alegre do Piauí (PI)","298089"
"2206654","Morro Cabeça no Tempo (PI)","39152"
"2206670","Morro do Chapéu do Piauí (PI)","62450"
"2206696","Murici dos Portelas (PI)","74909"
"2206704","Nazaré do Piauí (PI)","67046"
"2206720","Nazária (PI)","94817"
"2206753","Nossa Senhora de Nazaré (PI)","47885"
"2206803","Nossa Senhora dos Remédios (PI)","78547"
"2206902","Novo Oriente do Piauí (PI)","58172"
"2206951","Novo Santo Antônio (PI)","31237"
"2207009","Oeiras (PI)","584373"
"2207108","Olho D'Água do Piauí (PI)","28731"
"2207207","Padre Marcos (PI)","73909"
"2207306","Paes Landim (PI)","44249"
"2207355","Pajeú do Piauí (PI)","52581"
"2207405","Palmeira do Piauí (PI)","141457"
"2207504","Palmeirais (PI)","138692"
"2207553","Paquetá (PI)","44237"
"2207603","Parnaguá (PI)","119215"
"2207702","Parnaíba (PI)","2968947"
"2207751","Passagem Franca do Piauí (PI)","48758"
"2207777","Patos do Piauí (PI)","64629"
"2207793","Pau D'Arco do Piauí (PI)","33612"
"2207801","Paulistana (PI)","267709"
"2207850","Pavussu (PI)","37693"
"2207900","Pedro II (PI)","386275"
"2207934","Pedro Laurentino (PI)","31322"
"2207959","Nova Santa Rita (PI)","43931"
"2208007","Picos (PI)","1940259"
"2208106","Pimenteiras (PI)","106973"
"2208205","Pio IX (PI)","202627"
"2208304","Piracuruca (PI)","363522"
"2208403","Piripiri (PI)","916771"
"2208502","Porto (PI)","118547"
"2208551","Porto Alegre do Piauí (PI)","39212"
"2208601","Prata do Piauí (PI)","27584"
"2208650","Queimada Nova (PI)","253485"
"2208700","Redenção do Gurguéia (PI)","97930"
"2208809","Regeneração (PI)","264514"
"2208858","Riacho Frio (PI)","46279"
"2208874","Ribeira do Piauí (PI)","217390"
"2208908","Ribeiro Gonçalves (PI)","695855"
"2209005","Rio Grande do Piauí (PI)","61491"
"2209104","Santa Cruz do Piauí (PI)","61011"
"2209153","Santa Cruz dos Milagres (PI)","45472"
"2209203","Santa Filomena (PI)","615987"
"2209302","Santa Luz (PI)","62480"
"2209351","Santana do Piauí (PI)","40807"
"2209377","Santa Rosa do Piauí (PI)","50228"
"2209401","Santo Antônio de Lisboa (PI)","71849"
"2209450","Santo Antônio dos Milagres (PI)","18051"
"2209500","Santo Inácio do Piauí (PI)","40377"
"2209559","São Braz do Piauí (PI)","39471"
"2209609","São Félix do Piauí (PI)","32116"
"2209658","São Francisco de Assis do Piauí (PI)","55545"
"2209708","São Francisco do Piauí (PI)","58406"
"2209757","São Gonçalo do Gurguéia (PI)","54607"
"2209807","São Gonçalo do Piauí (PI)","56735"
"2209856","São João da Canabrava (PI)","49321"
"2209872","São João da Fronteira (PI)","60925"
"2209906","São João da Serra (PI)","59723"
"2209955","São João da Varjota (PI)","36648"
"2209971","São João do Arraial (PI)","68235"
"2210003","São João do Piauí (PI)","426951"
"2210052","São José do Divino (PI)","63753"
"2210102","São José do Peixe (PI)","42836"
"2210201","São José do Piauí (PI)","68075"
"2210300","São Julião (PI)","59534"
"2210359","São Lourenço do Piauí (PI)","45315"
"2210375","São Luis do Piauí (PI)","25332"
"2210383","São Miguel da Baixa Grande (PI)","27272"
"2210391","São Miguel do Fidalgo (PI)","47464"
"2210409","São Miguel do Tapuio (PI)","163378"
"2210508","São Pedro do Piauí (PI)","134821"
"2210607","São Raimundo Nonato (PI)","566178"
"2210623","Sebastião Barros (PI)","46712"
"2210631","Sebastião Leal (PI)","255415"
"2210656","Sigefredo Pacheco (PI)","78161"
"2210706","Simões (PI)","434444"
"2210805","Simplício Mendes (PI)","182823"
"2210904","Socorro do Piauí (PI)","41067"
"2210938","Sussuapara (PI)","76888"
"2210953","Tamboril do Piauí (PI)","30388"
"2210979","Tanque do Piauí (PI)","33181"
"2211001","Teresina (PI)","23895231"
"2211100","União (PI)","420316"
"2211209","Uruçuí (PI)","2815208"
"2211308","Valença do Piauí (PI)","289656"
"2211357","Várzea Branca (PI)","44540"
"2211407","Várzea Grande (PI)","40995"
"2211506","Vera Mendes (PI)","31077"
"2211605","Vila Nova do Piauí (PI)","37035"
"2211704","Wall Ferraz (PI)","38008"
"2300101","Abaiara (CE)","117971"
"2300150","Acarape (CE)","179994"
"2300200","Acaraú (CE)","1020201"
"2300309","Acopiara (CE)","564520"
"2300408","Aiuaba (CE)","151596"
"2300507","Alcântaras (CE)","98202"
"2300606","Altaneira (CE)","74654"
"2300705","Alto Santo (CE)","232268"
"2300754","Amontada (CE)","665472"
"2300804","Antonina do Norte (CE)","78953"
"2300903","Apuiarés (CE)","120978"
"2301000","Aquiraz (CE)","3854310"
"2301109","Aracati (CE)","1706691"
"2301208","Aracoiaba (CE)","266422"
"2301257","Ararendá (CE)","106784"
"2301307","Araripe (CE)","207982"
"2301406","Aratuba (CE)","151645"
"2301505","Arneiroz (CE)","70224"
"2301604","Assaré (CE)","237259"
"2301703","Aurora (CE)","216792"
"2301802","Baixio (CE)","67541"
"2301851","Banabuiú (CE)","260031"
"2301901","Barbalha (CE)","1345205"
"2301950","Barreira (CE)","240016"
"2302008","Barro (CE)","242027"
"2302057","Barroquinha (CE)","133335"
"2302107","Baturité (CE)","448272"
"2302206","Beberibe (CE)","1059006"
"2302305","Bela Cruz (CE)","322244"
"2302404","Boa Viagem (CE)","539218"
"2302503","Brejo Santo (CE)","817034"
"2302602","Camocim (CE)","839500"
"2302701","Campos Sales (CE)","292357"
"2302800","Canindé (CE)","911356"
"2302909","Capistrano (CE)","176809"
"2303006","Caridade (CE)","186169"
"2303105","Cariré (CE)","193105"
"2303204","Caririaçu (CE)","253127"
"2303303","Cariús (CE)","180984"
"2303402","Carnaubal (CE)","166772"
"2303501","Cascavel (CE)","1074377"
"2303600","Catarina (CE)","154108"
"2303659","Catunda (CE)","112081"
"2303709","Caucaia (CE)","10414373"
"2303808","Cedro (CE)","247325"
"2303907","Chaval (CE)","110318"
"2303931","Choró (CE)","178989"
"2303956","Chorozinho (CE)","260273"
"2304004","Coreaú (CE)","225090"
"2304103","Crateús (CE)","952649"
"2304202","Crato (CE)","1871587"
"2304236","Croatá (CE)","224437"
"2304251","Cruz (CE)","372662"
"2304269","Deputado Irapuan Pinheiro (CE)","100883"
"2304277","Ereré (CE)","80690"
"2304285","Eusébio (CE)","3577747"
"2304301","Farias Brito (CE)","202248"
"2304350","Forquilha (CE)","304957"
"2304400","Fortaleza (CE)","73436128"
"2304459","Fortim (CE)","312460"
"2304509","Frecheirinha (CE)","275921"
"2304608","General Sampaio (CE)","86963"
"2304657","Graça (CE)","129711"
"2304707","Granja (CE)","469407"
"2304806","Granjeiro (CE)","51337"
"2304905","Groaíras (CE)","110755"
"2304954","Guaiúba (CE)","231993"
"2305001","Guaraciaba do Norte (CE)","669209"
"2305100","Guaramiranga (CE)","80396"
"2305209","Hidrolândia (CE)","185025"
"2305233","Horizonte (CE)","2117193"
"2305266","Ibaretama (CE)","132265"
"2305308","Ibiapina (CE)","348540"
"2305332","Ibicuitinga (CE)","124951"
"2305357","Icapuí (CE)","411021"
"2305407","Icó (CE)","737489"
"2305506","Iguatu (CE)","1904815"
"2305605","Independência (CE)","306809"
"2305654","Ipaporanga (CE)","114127"
"2305704","Ipaumirim (CE)","143451"
"2305803","Ipu (CE)","519845"
"2305902","Ipueiras (CE)","328115"
"2306009","Iracema (CE)","195282"
"2306108","Irauçuba (CE)","220294"
"2306207","Itaiçaba (CE)","82855"
"2306256","Itaitinga (CE)","1258826"
"2306306","Itapajé (CE)","594581"
"2306405","Itapipoca (CE)","1784007"
"2306504","Itapiúna (CE)","170314"
"2306553","Itarema (CE)","766786"
"2306603","Itatira (CE)","174029"
"2306702","Jaguaretama (CE)","226644"
"2306801","Jaguaribara (CE)","154002"
"2306900","Jaguaribe (CE)","561175"
"2307007","Jaguaruana (CE)","566961"
"2307106","Jardim (CE)","294154"
"2307205","Jati (CE)","129729"
"2307254","Jijoca de Jericoacoara (CE)","551638"
"2307304","Juazeiro do Norte (CE)","5114793"
"2307403","Jucás (CE)","319373"
"2307502","Lavras da Mangabeira (CE)","343304"
"2307601","Limoeiro do Norte (CE)","1423366"
"2307635","Madalena (CE)","174831"
"2307650","Maracanaú (CE)","12337017"
"2307700","Maranguape (CE)","1649528"
"2307809","Marco (CE)","390969"
"2307908","Martinópole (CE)","96327"
"2308005","Massapê (CE)","378718"
"2308104","Mauriti (CE)","517496"
"2308203","Meruoca (CE)","129293"
"2308302","Milagres (CE)","287223"
"2308351","Milhã (CE)","195290"
"2308377","Miraíma (CE)","112599"
"2308401","Missão Velha (CE)","515937"
"2308500","Mombaça (CE)","446847"
"2308609","Monsenhor Tabosa (CE)","160699"
"2308708","Morada Nova (CE)","1276864"
"2308807","Moraújo (CE)","75575"
"2308906","Morrinhos (CE)","193204"
"2309003","Mucambo (CE)","131292"
"2309102","Mulungu (CE)","123801"
"2309201","Nova Olinda (CE)","163381"
"2309300","Nova Russas (CE)","336930"
"2309409","Novo Oriente (CE)","283185"
"2309458","Ocara (CE)","284836"
"2309508","Orós (CE)","218899"
"2309607","Pacajus (CE)","1360520"
"2309706","Pacatuba (CE)","1235158"
"2309805","Pacoti (CE)","148366"
"2309904","Pacujá (CE)","59940"
"2310001","Palhano (CE)","98773"
"2310100","Palmácia (CE)","115124"
"2310209","Paracuru (CE)","555931"
"2310258","Paraipaba (CE)","535129"
"2310308","Parambu (CE)","288689"
"2310407","Paramoti (CE)","110908"
"2310506","Pedra Branca (CE)","389914"
"2310605","Penaforte (CE)","122162"
"2310704","Pentecoste (CE)","484760"
"2310803","Pereiro (CE)","560571"
"2310852","Pindoretama (CE)","274852"
"2310902","Piquet Carneiro (CE)","162092"
"2310951","Pires Ferreira (CE)","84230"
"2311009","Poranga (CE)","109402"
"2311108","Porteiras (CE)","186375"
"2311207","Potengi (CE)","110570"
"2311231","Potiretama (CE)","96816"
"2311264","Quiterianópolis (CE)","184720"
"2311306","Quixadá (CE)","1109869"
"2311355","Quixelô (CE)","198820"
"2311405","Quixeramobim (CE)","1402461"
"2311504","Quixeré (CE)","637015"
"2311603","Redenção (CE)","409867"
"2311702","Reriutaba (CE)","190710"
"2311801","Russas (CE)","1158523"
"2311900","Saboeiro (CE)","169856"
"2311959","Salitre (CE)","159284"
"2312007","Santana do Acaraú (CE)","280072"
"2312106","Santana do Cariri (CE)","159277"
"2312205","Santa Quitéria (CE)","633710"
"2312304","São Benedito (CE)","627180"
"2312403","São Gonçalo do Amarante (CE)","8633637"
"2312502","São João do Jaguaribe (CE)","107898"
"2312601","São Luís do Curu (CE)","133109"
"2312700","Senador Pompeu (CE)","352272"
"2312809","Senador Sá (CE)","62766"
"2312908","Sobral (CE)","5395130"
"2313005","Solonópole (CE)","303284"
"2313104","Tabuleiro do Norte (CE)","450593"
"2313203","Tamboril (CE)","282247"
"2313252","Tarrafas (CE)","85682"
"2313302","Tauá (CE)","711836"
"2313351","Tejuçuoca (CE)","136988"
"2313401","Tianguá (CE)","1732690"
"2313500","Trairi (CE)","1115144"
"2313559","Tururu (CE)","138079"
"2313609","Ubajara (CE)","642046"
"2313708","Umari (CE)","69441"
"2313757","Umirim (CE)","172797"
"2313807","Uruburetama (CE)","299474"
"2313906","Uruoca (CE)","298207"
"2313955","Varjota (CE)","375819"
"2314003","Várzea Alegre (CE)","468101"
"2314102","Viçosa do Ceará (CE)","603321"
"2400109","Acari (RN)","141994"
"2400208","Açu (RN)","1467571"
"2400307","Afonso Bezerra (RN)","138265"
"2400406","Água Nova (RN)","34553"
"2400505","Alexandria (RN)","150790"
"2400604","Almino Afonso (RN)","50062"
"2400703","Alto do Rodrigues (RN)","616327"
"2400802","Angicos (RN)","180166"
"2400901","Antônio Martins (RN)","65526"
"2401008","Apodi (RN)","709591"
"2401107","Areia Branca (RN)","935974"
"2401206","Arês (RN)","386634"
"2401305","Campo Grande (RN)","105356"
"2401404","Baía Formosa (RN)","325032"
"2401453","Baraúna (RN)","746402"
"2401503","Barcelona (RN)","45865"
"2401602","Bento Fernandes (RN)","88430"
"2401651","Bodó (RN)","286575"
"2401701","Bom Jesus (RN)","109338"
"2401800","Brejinho (RN)","139466"
"2401859","Caiçara do Norte (RN)","112178"
"2401909","Caiçara do Rio do Vento (RN)","60457"
"2402006","Caicó (RN)","1394849"
"2402105","Campo Redondo (RN)","106968"
"2402204","Canguaretama (RN)","605678"
"2402303","Caraúbas (RN)","373661"
"2402402","Carnaúba dos Dantas (RN)","118373"
"2402501","Carnaubais (RN)","210950"
"2402600","Ceará-Mirim (RN)","1002205"
"2402709","Cerro Corá (RN)","140412"
"2402808","Coronel Ezequiel (RN)","52507"
"2402907","Coronel João Pessoa (RN)","48167"
"2403004","Cruzeta (RN)","123142"
"2403103","Currais Novos (RN)","804231"
"2403202","Doutor Severiano (RN)","78557"
"2403251","Parnamirim (RN)","6845403"
"2403301","Encanto (RN)","62293"
"2403400","Equador (RN)","81977"
"2403509","Espírito Santo (RN)","97586"
"2403608","Extremoz (RN)","570425"
"2403707","Felipe Guerra (RN)","173827"
"2403756","Fernando Pedroza (RN)","39070"
"2403806","Florânia (RN)","120493"
"2403905","Francisco Dantas (RN)","32759"
"2404002","Frutuoso Gomes (RN)","44912"
"2404101","Galinhos (RN)","162617"
"2404200","Goianinha (RN)","546576"
"2404309","Governador Dix-Sept Rosado (RN)","386262"
"2404408","Grossos (RN)","158310"
"2404507","Guamaré (RN)","2042144"
"2404606","Ielmo Marinho (RN)","140721"
"2404705","Ipanguaçu (RN)","196501"
"2404804","Ipueira (RN)","34930"
"2404853","Itajá (RN)","99445"
"2404903","Itaú (RN)","73782"
